date,elec,gas,water
2020-03-23,33368.9,19597.4,892.855
2020-03-24,33383.2,19601,893.122
2020-03-25,33395.4,19604.5,893.559
2020-03-26,33409.3,19608.3,893.862
2020-03-27,33420.5,19610.9,894.153
2020-03-28,33438.3,19613.7,894.769
2020-03-29,33456,19617.2,895.142
2020-03-30,33475.5,19622.3,895.521
2020-03-31,33488.6,19628.1,895.879
2020-04-01,33502.2,19632.5,896.206
2020-04-02,33522.5,19635.4,896.766
2020-04-03,33535.2,19637.4,897.122
2020-04-04,33549.5,19639.6,897.52
2020-04-05,33570.1,19641.9,898.099
2020-04-06,33586.7,19643.5,898.452
2020-04-07,33601.7,19644.8,898.864
2020-04-08,33618.4,19646.2,899.318
2020-04-09,33632.7,19647.7,899.654
2020-04-10,33648,19649,900.077
2020-04-11,33663.3,19650.4,900.538
2020-04-12,33681.2,19651.8,901.021
2020-04-13,33698.4,19653.1,901.39
2020-04-14,33710.5,19654.5,901.699
2020-04-15,33726.2,19655.9,902.059
2020-04-16,33742.8,19657.3,902.415
2020-04-17,33756.4,19658.5,902.934
2020-04-18,33767.8,19660,903.258
2020-04-19,33786.3,19661.2,903.773
2020-04-20,33799.7,19662.4,904.088
2020-04-21,33811.1,19663.4,904.446
2020-04-22,33824.3,19664.5,904.743
2020-04-23,33841,19665.7,905.113
2020-04-24,33852.3,19666.9,905.446
2020-04-25,33863.5,19668.2,905.729
2020-04-26,33881.8,19669.7,906.215
2020-04-27,33896.7,19670.7,906.524
2020-04-28,33914.7,19672,907.066
2020-04-29,33932.5,19673.2,907.473
2020-04-30,33945,19674.4,907.781
2020-05-01,33959.7,19675.5,908.091
2020-05-02,33977.2,19676.9,908.529
2020-05-03,33994.5,19678.3,908.905
2020-05-04,34008.3,19679.5,909.28
2020-05-05,34029,19680.7,909.753
2020-05-06,34048,19682.1,910.172
2020-05-07,34061.7,19683.4,910.549
2020-05-08,34076.9,19684.7,910.979
2020-05-09,34087.4,19686.1,911.318
2020-05-10,34103,19687.4,911.86
2020-05-11,34114.6,19688.8,912.276
2020-05-12,34131.6,19690.1,912.684
2020-05-13,34147.4,19691.5,913.01
2020-05-14,34164.7,19692.7,913.515
2020-05-15,34180.6,19694.2,913.842
2020-05-16,34192,19695.7,914.171
2020-05-17,34211.1,19697.1,914.738
2020-05-19,34235.9,19699.9,915.495
2020-05-20,34251.9,19701,915.9
2020-05-22,34274.7,19703.3,916.617
2020-05-23,34288.6,19704.6,917.01
2020-05-24,34306.9,19705.6,917.376
2020-05-25,34334.2,19706.8,917.83
2020-05-26,34337.6,19708,918.168
2020-05-28,34368.2,19710.2,918.934
2020-05-30,34397.3,19712.7,919.708
2020-06-01,34437.6,19715.1,920.62
2020-06-03,34463.7,19717.6,921.357
2020-06-05,34499.1,19720,922.189
2020-06-07,34526.4,19722.3,922.971
2020-06-09,34554.8,19724.7,923.905
2020-06-13,34606.4,19727.1,924.655
2020-06-15,34642.4,19729.6,925.531
2020-06-17,34668.6,19732,926.301
2020-06-19,34693.1,19734.4,926.895
2020-06-21,34731.2,19736.9,927.863
2020-06-25,34783.8,19742.4,929.572
2020-06-27,34810.2,19745,930.266
2020-06-29,34846.3,19747.4,931.131
2020-07-01,34870.7,19750,931.9
2020-07-03,34899.9,19752.3,932.686
2020-07-05,34942.5,19754.8,933.475
2020-07-07,34951.4,19757.2,934.317
2020-07-09,34980,19759.9,935.237
2020-07-10,34992.8,19761.1,935.534
2020-07-11,35004.3,19762.3,935.97
2020-07-13,35031.4,19764.7,936.73
2020-07-15,35057.6,19767.1,937.372
2020-07-17,35085.4,19769.6,938.159
2020-07-19,35107.3,19772,938.917
2020-07-20,35128.4,19773.3,939.325
2020-07-21,35138.8,19774.4,939.616
2020-07-23,35170.7,19777,940.652
2020-07-29,35216.3,19779.6,941.271
2020-07-31,35241.9,19782,942.042
2020-08-02,35273.4,19784.4,942.982
2020-08-04,35303.1,19786.9,943.558
2020-08-05,35315.8,19788.1,944.016
2020-08-08,35351.8,19791.9,945.152
2020-08-09,35372.3,19793.1,945.678
2020-08-11,35398.3,19795.4,946.283
2020-08-13,35432.7,19797.5,947.439
2020-08-14,35441.6,19798.7,947.938
2020-08-18,35489,19799.9,948.256
2020-08-20,35530.3,19802.2,949.139
2020-08-22,35553.8,19804.7,949.797
2020-08-25,35598.3,19808.4,950.915
2020-08-26,35616.6,19809.8,951.402
2020-09-05,35657.4,19811.3,951.9
2020-09-06,35671.7,19812.4,952.401
2020-09-08,35697.9,19814.9,953.021
2020-09-10,35722.7,19817.4,953.705
2020-09-12,35749.1,19820,954.564
2020-09-14,35782.4,19822.5,955.577
2020-09-16,35810.6,19824.9,956.434
2020-09-19,35844.2,19828.5,957.641
2020-09-21,35877,19830.7,958.402
2020-09-23,35906.4,19833.3,959.284
2020-09-25,35931.4,19835.6,959.86
2020-09-26,35945.4,19836.6,960.2
2020-09-27,35964,19837.9,960.61
2020-09-28,35975.4,19839,960.888
2020-09-30,36007,19841.2,961.786
2020-10-01,36017,19842.3,962.137
2020-10-03,36042.8,19844.8,962.818
2020-10-04,36064.9,19846.3,963.407
2020-10-06,36093.4,19848.6,963.944
2020-10-07,36111.4,19849.6,964.487
2020-10-08,36120.4,19850.6,964.754
2020-10-10,36154.8,19853,965.45
2020-10-11,36173.9,19854.3,965.923
2020-10-12,36191.5,19855.8,966.419
2020-10-13,36207.1,19857.1,966.867
2020-10-14,36222.6,19858.7,967.105
2020-10-15,36237.3,19860.5,967.456
2020-10-16,36253.3,19862.5,967.829
2020-10-17,36268.8,19865.1,968.151
2020-10-18,36287.3,19866.8,968.583
2020-10-19,36304.8,19868,968.917
2020-10-20,36320.1,19869.3,969.305
2020-10-21,36338.2,19870.7,969.755
2020-10-22,36354.5,19872,970.114
2020-10-23,36370.5,19873.2,970.506
2020-10-25,36408.7,19876.9,971.366
2020-10-26,36426.2,19879.4,971.714
2020-10-27,36444.3,19881.3,972.092
2020-10-28,36460.6,19883,972.376
2020-10-29,36479,19884.4,972.773
2020-10-30,36496.9,19885.6,973.063
2020-10-31,36519.6,19887,973.469
2020-11-01,36535.6,19888.6,973.991
2020-11-02,36553.6,19889.6,974.39
2020-11-03,36571.8,19890.8,974.621
2020-11-04,36590.5,19892.2,975.141
2020-11-05,36608.9,19894.1,975.461
2020-11-06,36626.8,19896.3,975.817
2020-11-07,36643.7,19899.2,976.224
2020-11-08,36663.3,19901.6,976.61
2020-11-09,36680.7,19903.7,976.996
2020-11-10,36692.4,19906,977.298
2020-11-11,36709.6,19908.8,977.664
2020-11-12,36723.1,19910.7,978.049
2020-11-13,36737.1,19913.3,978.362
2020-11-14,36755.4,19915.8,978.814
2020-11-15,36776,19918.6,979.217
2020-11-16,36792,19920.2,979.645
2020-11-17,36808.5,19922.7,980.071
2020-11-18,36830.6,19924.7,980.556
2020-11-19,36846.5,19927.4,980.906
2020-11-20,36860.3,19930.4,981.253
2020-11-21,36875.6,19936.2,981.597
2020-11-22,36891.7,19940.4,981.909
2020-11-23,36907.4,19943.1,982.361
2020-11-24,36920.7,19946,982.644
2020-11-26,36949.9,19952.7,983.381
2020-11-27,36965.5,19956.4,983.662
2020-11-28,36976.9,19962,983.944
2020-11-29,36999.9,19966.7,984.433
2020-11-30,37013.9,19971.5,984.754
2020-12-01,37027.5,19975.5,985.006
2020-12-02,37048,19979.8,985.518
2020-12-03,37061.8,19984.5,985.821
2020-12-04,37077.3,19989.3,986.107
2020-12-05,37092.6,19994.6,986.519
2020-12-06,37112.3,19999,986.88
2020-12-07,37126.9,20002.3,987.24
2020-12-08,37140.4,20007.2,987.508
2020-12-09,37160.5,20011.8,988.045
2020-12-10,37173,20015.9,988.261
2020-12-11,37192.8,20020.1,988.706
2020-12-12,37206.5,20024.6,988.97
2020-12-13,37226.4,20028.5,989.432
2020-12-14,37243.1,20031.3,989.745
2020-12-15,37259.8,20034.7,990.137
2020-12-16,37275.5,20037.8,990.424
2020-12-17,37293.8,20041.3,990.805
2020-12-18,37314.1,20046.4,991.231
2020-12-19,37326.4,20051.6,991.473
2020-12-20,37346.3,20056,991.9
2020-12-21,37362.8,20059.1,992.365
2020-12-22,37378.9,20060.6,992.595
2020-12-23,37396.6,20061.9,992.863
2020-12-24,37414.2,20064.2,993.164
2020-12-25,37433.2,20067.4,993.52
2020-12-26,37447.5,20073.1,993.82
2020-12-27,37467.3,20081,994.325
2020-12-28,37483.6,20085.9,994.599
2020-12-29,37500,20089.8,994.851
2020-12-30,37514.3,20094.6,995.147
2020-12-31,37534,20100.2,995.537
2021-01-01,37550.9,20105.1,995.864
2021-01-02,37567.7,20110.7,996.194
2021-01-03,37586.9,20116.3,996.588
2021-01-04,37602.3,20122.1,996.907
2021-01-05,37619.1,20127.9,997.214
2021-01-06,37633.5,20134,997.446
2021-01-07,37645.7,20139.2,997.665
2021-01-08,37660.4,20145.2,997.938
2021-01-09,37681.7,20153,998.359
2021-01-10,37699.7,20160.6,998.744
2021-01-11,37717.9,20166.7,999.132
2021-01-12,37731.6,20172.8,999.406
2021-01-13,37745.8,20177.7,999.703
2021-01-14,37761.6,20182.3,999.968
2021-01-15,37775,20189.2,1000.23
2021-01-16,37791,20193.5,1000.52
2021-01-17,37808,20199.2,1000.79
2021-01-18,37822.9,20202.8,1001.09
2021-01-19,37837.9,20206.5,1001.44
2021-01-20,37860.3,20209.5,1001.8
2021-01-21,37874.3,20211.9,1002.08
2021-01-22,37889.5,20213.7,1002.33
2021-01-23,37907.3,20216.8,1002.67
2021-01-24,37921.9,20220.1,1002.94
2021-01-25,37938.1,20224.6,1003.23
2021-01-26,37955.5,20228.3,1003.54
2021-01-27,37968.5,20232.7,1003.75
2021-01-28,37983.3,20235.7,1004.05
2021-01-29,38000.4,20238,1004.29
2021-01-30,38014.8,20240.6,1004.63
2021-01-31,38033,20244,1004.89
2021-02-01,38053.8,20246.7,1005.31
2021-02-02,38069.8,20248.7,1005.71
2021-02-03,38084.5,20250.2,1005.94
2021-02-04,38098.5,20251.8,1006.24
2021-02-05,38110.9,20253.1,1006.46
2021-02-06,38125.5,20255.8,1006.8
2021-02-07,38143.4,20258.4,1007.08
2021-02-08,38157.2,20260.7,1007.41
2021-02-09,38170.1,20263.7,1007.63
2021-02-10,38181.9,20267.4,1007.89
2021-02-11,38197.5,20273.3,1008.28
2021-02-12,38210.7,20279.8,1008.64
2021-02-13,38223.8,20287.2,1008.91
2021-02-14,38238.5,20293.1,1009.27
2021-02-15,38253.2,20297.8,1009.54
2021-02-16,38266.9,20299.8,1009.78
2021-02-17,38282.5,20301.9,1010.15
2021-02-18,38295.5,20303.9,1010.45
2021-02-19,38309.7,20305.9,1010.73
2021-02-20,38323.5,20308,1011.06
2021-02-21,38339.3,20310.2,1011.41
2021-02-22,38353.5,20311.8,1011.78
2021-02-23,38366.3,20313.3,1012.08
2021-02-24,38382.1,20314.5,1012.4
2021-02-25,38395.5,20315.9,1012.76
2021-02-26,38409.5,20317.2,1013.07
2021-02-27,38421.3,20319.1,1013.32
2021-02-28,38437.8,20321.3,1013.65
2021-03-01,38451.1,20323.1,1013.98
2021-03-02,38465.7,20324.8,1014.27
2021-03-03,38480,20326.6,1014.61
2021-03-04,38491.2,20328,1014.83
2021-03-05,38504.6,20330.6,1015.08
2021-03-06,38519.2,20334,1015.5
2021-03-07,38536.1,20336.2,1015.85
2021-03-08,38547.6,20338.3,1016.1
2021-03-09,38561.6,20341.1,1016.52
2021-03-10,38576.1,20343.3,1016.78
2021-03-11,38589,20344.7,1017.07
2021-03-12,38601.3,20346.1,1017.39
2021-03-13,38613.4,20348.1,1017.66
2021-03-14,38633,20350.9,1018.08
2021-03-15,38643.3,20353.6,1018.39
2021-03-16,38656.8,20356.5,1018.94
2021-03-17,38669.1,20359.6,1019.35
2021-03-18,38687.6,20362.3,1019.78
2021-03-19,38702.9,20365.9,1020.21
2021-03-20,38714,20369.2,1020.56
2021-03-21,38729.8,20373,1020.96
2021-03-22,38742.5,20375.9,1021.15
2021-03-23,38755.3,20377.9,1021.54
2021-03-24,38769,20379.6,1021.83
2021-03-25,38780.5,20381,1022.18
2021-03-26,38792.5,20382.5,1022.54
2021-03-27,38809.1,20384,1022.91
2021-03-28,38827.7,20385.5,1023.41
2021-03-29,38839.1,20386.8,1023.72
2021-03-30,38851.1,20388.2,1024.13
2021-03-31,38863.9,20389.4,1024.56
2021-04-01,38878.5,20390.5,1025.02
2021-04-02,38889.1,20391.5,1025.29
2021-04-03,38905.6,20393,1025.67
2021-04-04,38918.9,20394.3,1026.06
2021-04-05,38937.3,20395.7,1026.52
2021-04-06,38948.6,20398.1,1026.87
2021-04-07,38963,20400.8,1027.22
2021-04-08,38975,20402.9,1027.58
2021-04-09,38988.4,20404.6,1027.94
2021-04-10,39003.9,20405.7,1028.29
2021-04-11,39018.7,20406.8,1028.76
2021-04-12,39032.9,20409,1029.1
2021-04-13,39046.9,20411.2,1029.41
2021-04-14,39058.7,20413.2,1029.77
2021-04-15,39072.2,20415.5,1030.18
2021-04-16,39085.8,20417.8,1030.55
2021-04-17,39102.8,20420.6,1031.02
2021-04-18,39118.2,20422.9,1031.35
2021-04-19,39130,20425,1031.67
2021-04-20,39145.2,20426.6,1032.2
2021-04-21,39161.8,20428.1,1032.59
2021-04-22,39173.6,20429.4,1032.93
2021-04-23,39187.5,20430.9,1033.34
2021-04-24,39202.2,20431.9,1033.75
2021-04-25,39218.9,20433.1,1034.14
2021-04-26,39235.2,20434.5,1034.73
2021-04-27,39247.2,20435.8,1034.98
2021-04-28,39260.7,20437,1035.35
2021-04-29,39276,20438,1035.81
2021-04-30,39288.2,20439.1,1036.09
2021-05-01,39303.1,20440.1,1036.47
2021-05-02,39319.7,20441.4,1036.87
2021-05-03,39331.2,20442.8,1037.29
2021-05-04,39343.2,20444.3,1037.72
2021-05-05,39357.7,20445.3,1038.13
2021-05-06,39367.3,20446.5,1038.37
2021-05-07,39380.9,20447.6,1038.71
2021-05-08,39394.5,20448.8,1039.07
2021-05-09,39408.8,20449.8,1039.45
2021-05-11,39435.9,20451.9,1040.23
2021-05-12,39448.6,20453,1040.53
2021-05-13,39459.3,20453.9,1040.75
2021-05-14,39473.2,20454.8,1041.21
2021-05-15,39490.7,20455.9,1041.65
2021-05-16,39506,20457,1042.05
2021-05-17,39520.3,20458.2,1042.38
2021-05-18,39535.2,20459.2,1042.8
2021-05-19,39549,20460.4,1043.14
2021-05-20,39560.1,20461.5,1043.43
2021-05-21,39576.5,20462.6,1043.88
2021-05-22,39595.7,20463.7,1044.38
2021-05-23,39613.7,20464.8,1044.73
2021-05-24,39627.9,20465.8,1045.19
2021-05-25,39639.8,20466.9,1045.49
2021-05-26,39656.4,20468.1,1045.98
2021-05-27,39670,20469.3,1046.29
2021-05-29,39697.1,20471.9,1047.2
2021-05-30,39716.4,20472.8,1047.69
2021-06-04,39751.6,20475.3,1048.36
2021-06-05,39770.2,20476.9,1049
2021-06-06,39788.8,20478,1049.34
2021-06-07,39797.2,20479,1049.66
2021-06-08,39809.6,20480.1,1050.04
2021-06-09,39822.8,20481.1,1050.37
2021-06-10,39832.3,20482.3,1050.7
2021-06-13,39877.4,20485.7,1052.06
2021-06-15,39900.4,20488.2,1052.79
2021-06-16,39913.2,20489.4,1053.28
2021-06-17,39923.8,20490.5,1053.66
